StudentID,Age,StudyHours,Attendance,PreviousGPA,AssignmentsCompleted,SleepHours,InternetHours,Scholarship,Program,FinalGrade
STU-11849,21.0,8.6,75.22,5.55,71.97,7.99,9.44,Sí,Ingeniería Industrial,4.16
STU-12070,,17.93,99.18,7.0,100.0,6.85,5.95,Sí,Ingeniería Industrial,6.45
STU-14782,20.0,5.34,81.48,4.98,91.73,6.16,3.86,No,Contador Auditor,3.67
STU-13614,25.0,16.36,82.57,5.79,100.0,5.15,3.63,No,Ingeniería Informática,4.76
STU-11176,21.0,15.1,96.17,6.36,100.0,6.89,1.8,No,Ingeniería Informática,4.68
STU-10932,18.0,18.07,87.71,5.55,100.0,8.11,9.95,No,Administración,4.63
STU-12499,33.0,14.13,80.0,5.67,,5.2,5.06,No,Administración,4.46
STU-12876,18.0,6.0,100.0,5.01,50.05,6.36,6.48,,Administración,3.08
STU-13111,19.0,67.21782042142212,,5.89,89.77,6.35,5.01,No,Ingeniería Civil,4.94
STU-10339,22.0,2.69,68.53,4.58,55.68,8.53,3.61,Sí,Administración,2.91
STU-13548,29.0,16.85,90.69,6.49,,7.09,3.45,Sí,Administración,5.91
STU-14328,24.0,21.41,88.11,5.49,100.0,7.98,11.49,Sí,Contador Auditor,5.58
STU-10822,20.0,14.12,100.0,6.19,96.25,6.65,4.77,No,Ingeniería Informática,4.65
STU-11127,23.0,14.54,82.25,4.73,100.0,5.61,2.95,No,Administración,3.44
STU-14694,24.0,,82.97,5.97,87.76,5.86,5.6,No,Ingeniería Civil,4.29
STU-14247,24.0,18.1,93.44,6.49,100.0,6.61,3.15,Sí,Ingeniería Civil,4.75
STU-14642,20.0,11.9,82.23,5.37,94.55,7.52,5.42,No,Contador Auditor,3.96
STU-12207,19.0,3.83,77.6,5.42,68.26,9.26,2.64,No,Administración,3.0
STU-12214,22.0,10.32,81.9,4.95,78.12,6.22,3.16,No,Ingeniería Civil,2.3
STU-10197,18.0,7.12,77.32,4.94,,5.42,13.18,Sí,Administración,3.85
STU-12613,29.0,11.27,74.07,6.45,85.15,,1.34,No,Contador Auditor,4.01
STU-11536,22.0,10.45,84.92,5.06,87.97,7.52,11.93,No,Ingeniería Informática,4.06
STU-11392,29.0,13.87,98.58,6.88,100.0,6.44,5.47,Sí,Ingeniería Civil,5.28
STU-12358,26.0,14.6,100.0,6.04,100.0,6.78,2.65,No,Ingeniería Industrial,5.29
STU-10930,18.0,6.48,87.07,5.5,75.75,7.35,13.02,,Ingeniería Informática,3.05
STU-14461,28.0,11.88,80.41,5.61,76.94,7.33,48.61683508748275,No,Contador Auditor,4.06
STU-14432,22.0,12.77,100.0,6.07,80.46,7.13,5.67,No,Ingeniería Informática,4.57
STU-14920,19.0,15.61,79.02,,96.07,5.33,12.2,No,Ingeniería Informática,5.25
STU-13444,19.0,7.78,78.6,6.39,64.66,9.31,6.1,No,Ingeniería Industrial,4.57
STU-13339,27.0,12.78,91.85,5.77,90.23,8.62,5.69,Sí,Ingeniería Industrial,4.79
STU-12474,19.0,,,5.78,84.59,6.35,11.15,No,Ingeniería Civil,4.22
STU-14599,29.0,13.79,96.5,6.05,89.12,6.44,4.71,No,Ingeniería Industrial,5.03
STU-13366,27.0,8.77,79.03,6.32,59.55,5.99,1.59,Sí,Contador Auditor,3.82
STU-14986,28.0,18.65,100.0,6.48,100.0,6.83,7.03,No,Ingeniería Informática,5.96
STU-12257,22.0,14.37,92.14,5.32,81.65,6.33,10.44,No,Ingeniería Informática,4.59
STU-14566,24.0,13.89,74.36,6.21,100.0,9.32,5.49,Sí,Ingeniería Informática,4.84
STU-14554,18.0,13.46,87.27,4.93,89.28,5.04,4.33,No,Ingeniería Industrial,3.9
STU-10969,33.0,16.29,100.0,5.71,77.37,7.13,1.82,No,Ingeniería Informática,4.68
STU-11429,28.0,8.65,97.98,6.51,87.66,6.9,5.59,No,Ingeniería Industrial,5.62
STU-14042,27.0,1.94,72.9,5.02,50.04,7.49,4.13,Sí,Ingeniería Civil,3.19
STU-14688,25.0,11.55,72.2,6.31,90.69,7.58,15.09,Sí,Ingeniería Informática,4.38
STU-12048,19.0,16.7,82.52,5.62,99.82,10.11,1.91,No,Contador Auditor,5.01
STU-10551,19.0,11.22,88.18,6.14,88.89,7.71,5.06,No,Ingeniería Civil,4.24
STU-11468,20.0,12.92,79.29,5.99,83.07,8.38,8.16,No,Ingeniería Industrial,3.64
STU-12832,22.0,6.0,90.47,5.62,80.53,7.95,,Sí,Ingeniería Civil,3.93
STU-12407,25.0,13.01,94.77,5.11,95.42,8.6,2.02,Sí,Contador Auditor,5.35
STU-13587,27.0,12.94,,5.07,90.99,5.14,3.13,No,Ingeniería Informática,4.03
STU-10888,18.0,17.3,100.0,5.31,100.0,6.69,3.8,No,Administración,5.56
STU-11277,25.0,8.14,96.07,5.66,85.94,6.94,8.44,Sí,Ingeniería Civil,5.1
STU-11635,22.0,17.39,98.01,7.0,100.0,8.6,9.12,No,Ingeniería Civil,6.39
STU-12751,21.0,12.36,98.79,6.07,82.51,5.01,2.95,Sí,Ingeniería Civil,5.12
STU-13197,28.0,20.14,95.75,6.14,100.0,8.08,7.28,Sí,Ingeniería Industrial,5.97
STU-12679,31.0,25.22,98.24,,100.0,5.28,2.57,No,Ingeniería Informática,5.45
STU-12341,24.0,10.65,84.47,6.6,62.28,8.01,15.01,No,Ingeniería Civil,3.95
STU-13510,18.0,12.15,83.68,6.29,76.1,8.17,8.85,No,Ingeniería Industrial,4.78
STU-14780,30.0,18.44,83.69,5.93,100.0,7.72,7.21,Sí,Ingeniería Civil,5.3
STU-12827,24.0,18.96,87.71,5.42,100.0,6.92,4.72,No,Ingeniería Industrial,5.01
STU-11867,26.0,24.47,93.04,6.79,100.0,7.98,16.47,No,Ingeniería Informática,6.43
STU-11926,28.0,9.94,86.42,,71.8,6.79,13.2,Sí,Ingeniería Industrial,4.47
STU-11291,23.0,14.13,95.36,5.45,100.0,7.56,8.36,No,Administración,4.52
STU-11177,19.0,81.17974039061642,92.48,5.98,68.88,9.46,7.04,Sí,Ingeniería Informática,4.86
STU-11912,22.0,21.33,88.73,6.8,100.0,4.62,,Sí,Ingeniería Informática,5.8
STU-14344,27.0,18.2,88.66,5.57,99.9,5.22,4.61,Sí,Ingeniería Civil,3.42
STU-13954,31.0,5.59,85.11,4.71,79.31,5.05,8.35,No,Administración,3.58
STU-14734,18.0,8.65,82.0,5.98,84.56,4.82,,No,Ingeniería Informática,3.82
STU-14835,27.0,17.57,93.99,5.7,95.06,7.19,5.98,No,Ingeniería Industrial,4.39
STU-13104,27.0,13.02,100.0,6.23,100.0,6.97,3.02,Sí,Administración,5.62
STU-11605,37.0,1.0,67.01,4.51,40.48,7.62,2.09,No,,1.12
STU-10916,21.0,,95.57,5.72,100.0,6.52,3.9,No,Ingeniería Industrial,5.14
STU-10233,32.0,10.47,89.67,6.4,99.67,5.98,3.53,Sí,Contador Auditor,4.62
STU-14411,30.0,15.15,100.0,5.99,100.0,6.34,12.93,No,Ingeniería Informática,4.72
STU-14653,26.0,15.88,99.26,7.0,100.0,6.34,4.12,Sí,Ingeniería Civil,5.75
STU-13052,19.0,18.04,80.83,5.72,,6.61,6.02,No,Ingeniería Industrial,5.15
STU-12450,26.0,16.4,,5.15,85.68,3.16,3.88,No,Ingeniería Informática,4.14
STU-12570,30.0,17.97,89.67,6.17,100.0,6.38,5.79,No,Ingeniería Informática,5.23
STU-10657,27.0,10.83,68.31,4.97,51.64,7.98,5.59,No,Contador Auditor,2.16
STU-10762,24.0,9.19,87.36,5.77,82.57,7.32,8.45,Sí,Ingeniería Civil,4.5
STU-14652,24.0,13.11,68.07,6.54,78.3,9.11,14.22,No,Ingeniería Informática,4.46
STU-10502,26.0,13.8,82.64,7.0,71.62,6.59,10.83,NO,Ingeniería Civil,4.22
STU-12195,27.0,,78.8,6.13,,9.19,5.02,No,Ingeniería Civil,5.0
STU-12386,25.0,15.49,100.0,5.25,99.46,7.41,7.25,No,Contador Auditor,4.85
STU-14283,31.0,11.55,95.73,5.75,,5.22,7.12,No,Ingeniería Industrial,4.54
STU-10445,27.0,8.5,97.59,5.8,84.2,6.57,7.56,No,Ingeniería Informática,3.89
STU-10056,27.0,15.77,72.14,5.4,100.0,7.6,4.09,Sí,Ingeniería Informática,4.16
STU-11043,22.0,9.04,85.18,6.74,71.19,8.64,3.33,No,Ingeniería Civil,4.03
STU-13264,,14.77,91.32,6.73,,6.67,2.93,No,Ingeniería Informática,7.82423796163143
STU-10330,25.0,14.09,88.27,5.22,97.85,6.27,3.05,No,Ingeniería Informática,3.43
STU-12168,18.0,8.1,80.87,5.77,80.88,5.0,16.66,No,Ingeniería Informática,4.35
STU-11825,24.0,11.6,88.93,6.5,100.0,9.92,3.86,No,Administración,4.8
STU-12660,23.0,9.54,84.72,4.74,86.71,6.56,9.54,No,Ingeniería Industrial,4.18
STU-14923,27.0,15.63,79.77,6.61,97.55,6.41,2.74,Sí,Ingeniería Civil,4.28
STU-11723,26.0,3.67,70.3,4.95,64.68,6.21,6.69,Sí,Ingeniería Informática,2.47
STU-14833,20.0,11.38,93.63,6.97,89.48,6.92,7.45,,Ingeniería Civil,5.27
STU-13094,19.0,19.56,90.19,6.84,90.72,6.26,8.54,Sí,Administración,5.16
STU-10292,21.0,15.47,64.32,4.57,93.49,7.92,5.74,No,Contador Auditor,3.78
STU-14066,21.0,11.39,100.0,7.0,96.38,7.24,11.29,Sí,Ingeniería Informática,6.11
STU-11913,28.0,1.85,57.13,4.08,74.65,7.98,10.97,Sí,Contador Auditor,2.48
STU-13458,27.0,10.48,89.96,6.79,93.55,6.31,3.17,No,Ingeniería Industrial,4.85
STU-14788,21.0,3.8,85.67,6.17,,5.95,5.28,No,Contador Auditor,3.8
STU-12851,26.0,8.65,86.6,5.35,86.05,6.47,3.23,No,Administración,4.38
STU-10123,18.0,15.93,100.0,6.56,100.0,5.28,2.69,No,Ingeniería informática ,5.01
STU-14959,24.0,9.49,77.33,5.3,66.87,8.4,7.75,No,Ingeniería Industrial,3.1
STU-12975,22.0,17.25,97.9,7.0,100.0,6.95,7.4,No,Contador Auditor,5.3
STU-14110,23.0,12.08,75.37,4.78,80.53,7.94,3.07,No,Ingeniería Informática,3.07
STU-14561,21.0,13.0,62.49,5.64,87.45,5.89,8.0,No,Ingeniería Civil,3.48
STU-11010,22.0,8.76,,5.48,74.47,8.22,6.4,No,Administración,3.56
STU-14747,19.0,9.82,91.18,5.58,88.43,7.01,2.77,No,INGENIERÍA INFORMÁTICA,4.79
STU-11906,27.0,5.37,62.39,4.15,83.38,,4.59,No,,3.24
STU-13914,21.0,16.87,95.61,6.39,100.0,9.31,,Sí,,5.98
STU-10644,29.0,13.84,86.91,6.29,94.94,4.08,4.07,Sí,Ingeniería Industrial,5.28
STU-11200,21.0,6.4,89.63,4.88,78.59,8.05,4.13,No,Ingeniería Informática,3.95
STU-12099,25.0,3.79,65.71,4.91,68.96,,4.14,No,Ingeniería Civil,2.2
STU-14621,24.0,6.9,85.1,5.55,84.14,7.81,7.18,No,Ingeniería Industrial,4.29
STU-14416,27.0,7.27,,7.0,60.62,6.74,3.26,No,Ingeniería Industrial,3.49
STU-12530,27.0,9.17,82.9,5.81,80.86,8.49,8.78,No,Ingeniería Informática,4.59
STU-10006,30.0,14.08,83.58,6.06,78.01,7.6,9.42,No,Ingeniería Informática,5.49
STU-11470,25.0,8.57,80.04,5.84,63.83,8.0,8.54,No,ADMINISTRACIÓN ,3.09
STU-10726,25.0,8.7,89.13,4.88,53.4,6.7,3.24,No,Ingeniería Industrial,2.46
STU-13160,26.0,6.92,71.45,5.3,80.29,7.29,7.93,No,Ingeniería Informática,3.47
STU-13554,24.0,15.92,87.21,6.31,100.0,6.72,2.26,No,Ingeniería Informática,5.21
STU-12678,20.0,,100.0,6.15,88.07,8.31,5.69,Sí,Ingeniería Industrial,4.95
STU-14511,25.0,1.0,80.35,6.23,62.96,6.42,14.12,No,Ingeniería Civil,2.6
STU-12326,25.0,11.31,91.77,4.24,100.0,7.24,6.22,No,Contador Auditor,3.29
STU-14560,19.0,12.92,82.69,5.85,100.0,5.99,5.17,No,Ingeniería Informática,4.63
STU-13377,27.0,,90.48,6.62,100.0,5.89,4.61,No,Ingeniería Industrial,5.18
STU-12976,29.0,12.79,93.93,6.75,76.81,7.53,7.87,No,Ingeniería Civil,4.83
STU-14316,25.0,4.9,84.51,4.43,74.17,6.56,5.14,No,Administración,2.9
STU-12348,24.0,18.82,83.05,6.16,100.0,6.2,8.92,Sí,Ingeniería Industrial,5.36
STU-10597,24.0,13.33,86.52,5.43,92.72,6.76,1.83,No,Ingeniería Informática,3.74
STU-12505,27.0,10.76,91.69,5.67,90.21,6.71,16.82,No,Ingeniería Civil,4.66
STU-11144,24.0,12.51,99.15,6.76,66.59,7.83,3.64,No,Ingeniería Informática,5.43
STU-13058,18.0,13.85,74.12,4.8,94.69,7.02,5.16,No,Ingeniería Civil,3.55
STU-11734,22.0,11.57,78.88,4.41,82.99,8.12,4.35,Sí,Ingeniería Industrial,2.73
STU-10488,18.0,2.43,59.94,4.53,69.7,7.04,3.31,No,Ingeniería Industrial,1.65
STU-13005,20.0,10.76,80.56,6.05,79.67,7.05,5.57,Sí,Ingeniería Informática,4.47
STU-10295,23.0,9.87,76.99,4.88,73.35,,7.14,Sí,Ingeniería Industrial,4.12
STU-11870,30.0,12.01,80.45,5.44,79.6,6.18,10.94,Sí,Ingeniería Industrial,4.07
STU-10446,26.0,,90.89,5.51,90.48,7.83,13.38,Sí,Ingeniería Industrial,4.45
STU-13513,22.0,,63.21,6.36,72.96,7.28,2.03,No,Ingeniería Informática,3.41
STU-11704,21.0,15.04,86.71,5.37,86.21,5.02,,No,Ingeniería Industrial,3.66
STU-14615,20.0,15.04,81.15,5.79,100.0,7.51,2.68,No,Ingeniería Informática,4.51
STU-13676,29.0,17.1,85.54,5.72,100.0,7.96,7.04,Sí,Ingeniería Informática,4.96
STU-14776,22.0,4.4,91.6,6.43,75.92,5.23,0.96,No,Ingeniería Industrial,2.67
STU-14592,24.0,17.74,80.75,5.9,98.91,7.95,4.41,,Ingeniería Informática,4.43
STU-12037,23.0,,87.55,3.79,72.69,8.71,13.81,No,Ingeniería Industrial,2.2
STU-10399,22.0,9.28,,5.75,75.8,7.64,6.17,No,Ingeniería Civil,3.53
STU-13897,20.0,,62.95,5.99,75.48,6.86,2.71,Sí,Contador Auditor,3.87
STU-11185,23.0,14.69,90.99,6.1,100.0,6.17,3.15,No,Ingeniería Informática,4.94
STU-13345,23.0,12.82,78.29,5.12,,7.91,5.96,Sí,Ingeniería Informática,4.35
STU-11606,24.0,13.77,88.37,3.73,89.9,6.35,4.21,No,Ingeniería Informática,3.33
STU-10352,18.0,5.87,89.78,5.35,77.43,6.89,,Sí,Ingeniería Industrial,3.45
STU-10808,25.0,10.98,81.25,6.44,63.35,6.89,8.38,No,Ingeniería Civil,3.14
STU-12178,,8.9,81.58,5.52,87.08,7.56,7.3,No,Ingeniería Informática,3.79
STU-13330,25.0,18.18,83.95,4.68,81.99,6.97,1.5,No,Ingeniería Civil,3.88
STU-14945,21.0,17.87,87.42,6.61,96.05,6.44,4.53,Sí,Ingeniería Industrial,4.55
STU-13438,20.0,12.85,100.0,6.61,95.49,5.47,6.98,No,Ingeniería Informática,5.07
STU-14182,25.0,18.42,92.9,5.68,78.31,7.79,2.39,,Ingeniería Informática,4.85
STU-14929,18.0,18.52,,7.0,100.0,6.96,,No,Ingeniería Informática,5.18
STU-13079,22.0,2.82,68.9,4.08,71.65,6.8,,Sí,Administración,2.61
STU-11598,29.0,9.33,87.82,5.33,79.55,5.32,8.01,Sí,Ingeniería Informática,4.23
STU-12486,27.0,8.77,96.2,5.28,90.04,7.22,9.79,No,Ingeniería Civil,3.95
STU-10544,20.0,10.77,100.0,6.15,92.15,6.69,12.05,Sí,Ingeniería Informática,5.31
STU-13261,26.0,12.87,71.37,6.4,85.55,7.5,5.84,Sí,Ingeniería Industrial,3.79
STU-11251,27.0,16.09,,5.71,92.81,5.79,5.41,No,Ingeniería Civil,4.24
STU-12488,28.0,12.88,93.0,6.45,100.0,7.4,3.49,No,Administración,4.21
STU-13303,22.0,5.93,86.05,5.24,80.28,6.55,7.69,No,Administración,3.0
STU-11620,18.0,5.5,76.35,4.64,71.68,7.35,2.96,No,Ingeniería Industrial,2.61
STU-13526,20.0,9.31,,5.66,88.68,7.42,4.01,No,Ingeniería Civil,4.21
STU-12442,27.0,11.79,91.74,6.74,86.89,5.88,7.24,No,Ingeniería Industrial,4.14
STU-14048,33.0,19.22,100.0,6.26,100.0,7.25,6.39,No,Contador Auditor,5.56
STU-13456,19.0,15.64,,6.62,100.0,5.92,5.26,Sí,Ingeniería Industrial,4.9
STU-12778,24.0,11.04,84.23,6.09,63.03,7.08,6.41,Sí,Administración,3.84
STU-12166,22.0,21.05,76.53,6.09,100.0,8.16,6.96,No,Ingeniería Informática,5.35
STU-12490,22.0,,86.89,5.93,81.36,7.29,1.81,No,Ingeniería Civil,4.04
STU-10891,21.0,14.66,84.25,,87.18,10.25,4.43,Sí,Ingeniería Informática,4.47
STU-10893,28.0,15.87,97.48,6.97,100.0,6.1,3.45,si,Administración,5.65
STU-10049,27.0,18.03,,5.32,97.74,3.56,8.19,Sí,Ingeniería Informática,4.19
STU-12582,22.0,9.19,76.56,5.98,72.92,6.18,6.69,No,Ingeniería Civil,3.36
STU-13034,20.0,9.01,65.48,5.62,82.15,7.59,3.43,No,Contador Auditor,3.27
STU-11976,21.0,9.28,71.76,4.38,72.28,7.84,3.69,No,Administración,3.23
STU-12011,32.0,9.78,75.33,5.06,54.27,8.24,7.89,No,Ingeniería Civil,3.03
STU-12083,27.0,2.66,69.65,5.1,56.15,7.8,7.46,No,Ingeniería Industrial,2.44
STU-12302,30.0,8.04,71.15,5.55,74.19,8.26,2.92,Sí,Administración,3.2
STU-13936,26.0,14.14,86.11,6.42,83.87,7.92,6.88,No,Ingeniería Industrial,4.64
STU-14288,19.0,8.85,96.92,5.52,63.81,8.02,3.58,No,Administración,4.32
STU-11237,23.0,9.81,59.11,4.17,84.31,7.41,6.1,Sí,,3.27
STU-14836,30.0,12.64,76.71,6.18,86.68,8.79,12.54,Sí,Contador Auditor,4.04
STU-11955,30.0,15.41,83.93,7.0,89.16,5.68,7.27,Sí,Ingeniería Industrial,4.88
STU-11765,18.0,11.72,72.02,5.75,92.77,5.36,4.12,Sí,Ingeniería Industrial,4.41
STU-14095,22.0,16.52,77.91,4.75,93.28,6.08,4.47,No,Administración,4.09
STU-13647,20.0,9.5,74.58,4.94,73.55,6.84,4.83,Sí,Contador Auditor,2.9
STU-12707,22.0,12.79,91.72,5.85,90.38,6.12,3.63,No,Ingeniería Informática,3.5
STU-11787,18.0,11.72,69.91,5.37,82.75,7.03,8.33,Sí,Ingeniería Civil,3.37
STU-12867,32.0,12.76,98.27,5.88,100.0,8.68,3.59,No,Ingeniería Civil,4.36
STU-10780,27.0,5.9,80.9,5.31,74.13,5.61,3.58,Sí,Ingeniería Civil,3.28
STU-14426,29.0,10.21,80.93,6.96,68.31,6.41,5.7,Sí,Ingeniería Informática,3.54
STU-11806,24.0,15.97,83.72,5.68,91.7,6.97,6.05,No,Ingeniería Informática,4.43
STU-10188,27.0,28.28,95.06,6.77,100.0,7.25,5.32,Sí,Administración,5.55
STU-12489,20.0,8.51,75.41,5.85,87.15,5.6,9.07,No,Contador Auditor,3.17
STU-13446,22.0,11.26,83.49,6.11,100.0,6.59,8.95,No,Administración,5.23
STU-12453,19.0,4.38,76.89,4.97,60.47,7.51,13.38,No,Administración,2.89
STU-14789,30.0,5.29,,4.86,74.78,6.35,8.8,Sí,Administración,3.39
STU-11253,21.0,9.63,78.26,4.68,82.51,7.83,5.7,No,Administración,3.68
STU-13545,25.0,14.15,90.39,6.17,98.42,6.13,11.48,Sí,Ingeniería Industrial,3.68
STU-14824,24.0,11.59,79.21,5.61,93.47,5.81,5.35,No,INGENIERÍA INFORMÁTICA,3.56
STU-13072,25.0,12.63,83.41,7.0,100.0,7.44,13.69,No,Ingeniería Civil,5.27
STU-14289,19.0,14.79,,5.31,89.99,8.59,16.53,No,Ingeniería Informática,5.21
STU-13961,25.0,9.44,84.97,5.72,72.36,4.56,5.31,No,Ingeniería Civil,3.81
STU-13237,26.0,8.26,88.74,5.1,61.22,7.39,4.81,No,Ingeniería Civil,3.59
STU-12631,25.0,17.45,83.44,5.96,97.23,5.58,8.29,No,Administración,4.66
STU-13187,25.0,12.02,92.01,6.1,100.0,8.78,7.88,No,Administración,5.3
STU-12813,22.0,15.58,100.0,6.58,,6.17,3.97,Sí,Ingeniería Civil,4.75
STU-13764,20.0,14.3,77.8,5.48,100.0,5.74,,No,Ingeniería Industrial,4.24
STU-11204,24.0,11.98,75.11,4.52,83.98,9.1,5.66,Sí,Administración,3.88
STU-13588,18.0,15.34,84.5,6.29,99.11,6.12,4.49,No,Ingeniería Industrial,5.12
STU-14105,29.0,16.5,96.46,5.83,100.0,8.87,3.96,No,Ingeniería Civil,5.38
STU-14697,23.0,14.35,96.58,6.02,100.0,8.46,10.03,No,Ingeniería Industrial,4.61
STU-12293,26.0,12.5,89.06,5.88,100.0,6.74,6.16,No,Ingeniería Industrial,4.36
STU-10707,29.0,12.2,76.01,5.09,89.13,6.64,3.26,No,Ingeniería Civil,4.13
STU-11612,25.0,9.25,75.72,,70.12,8.03,7.06,No,Ingeniería Informática,3.73
STU-12773,33.0,2.34,,5.33,48.08,6.72,7.64,No,Ingeniería Civil,2.69
STU-14757,28.0,17.44,100.0,6.73,83.29,6.45,7.47,No,Ingeniería Industrial,5.43
STU-12286,18.0,9.62,61.67,4.79,54.91,7.34,7.72,No,Ingeniería Informática,2.03
STU-11458,20.0,21.72,84.34,6.68,100.0,6.81,4.34,Sí,Ingeniería Informática,5.63
STU-11400,27.0,9.7,84.02,5.66,82.79,7.0,7.2,No,Administración,4.13
STU-14510,30.0,8.9,74.89,5.05,67.35,7.83,7.58,No,Administración,2.99
STU-11891,27.0,1.0,73.76,5.15,48.74,7.56,4.0,No,Ingeniería Civil,2.16
STU-10717,26.0,4.8,69.82,,73.85,9.53,10.81,No,Ingeniería Informática,3.99
STU-12273,19.0,,87.31,5.39,,8.86,13.04,Sí,Administración,4.3
STU-14151,19.0,1.0,85.44,6.64,,7.74,6.89,No,Ingeniería Civil,4.64
STU-11292,34.0,16.5,82.26,6.48,87.66,4.15,5.76,Sí,Administración,4.82
STU-13829,22.0,13.73,100.0,5.78,94.35,6.94,10.4,No,Ingeniería Industrial,4.79
STU-10723,33.0,5.92,76.4,5.94,55.88,7.77,3.0,No,Contador Auditor,2.92
STU-14951,26.0,7.3,83.61,4.74,100.0,9.1,3.21,No,Ingeniería Civil,4.29
STU-14779,22.0,15.94,94.4,5.29,83.63,6.43,9.39,No,Ingeniería Civil,3.81
STU-14407,18.0,13.11,92.5,6.15,100.0,7.96,5.71,No,Ingeniería Civil,5.42
STU-10457,18.0,9.52,89.22,4.73,93.4,7.36,7.08,Sí,Ingeniería Informática,4.25
STU-12079,20.0,,100.0,5.82,100.0,6.05,3.49,Sí,Ingeniería Industrial,4.93
STU-10915,25.0,11.33,57.47,5.21,83.52,5.5,7.32,No,Contador Auditor,3.11
STU-10038,23.0,17.05,100.0,6.66,100.0,8.47,6.82,Sí,Ingeniería Informática,6.48
STU-14240,20.0,10.77,99.28,5.29,96.64,5.45,6.32,No,Contador Auditor,4.47
STU-13336,18.0,11.89,98.44,6.35,97.57,8.4,8.51,Sí,Ingeniería Industrial,5.7
STU-10566,26.0,13.4,89.11,5.07,96.11,8.56,13.56,No,Ingeniería Industrial,4.55
STU-10432,25.0,10.01,90.04,4.86,91.56,6.27,7.57,No,Ingeniería Civil,3.95
STU-11161,18.0,12.63,78.22,4.78,87.9,5.95,11.14,No,Ingeniería Informática,3.68
STU-11482,18.0,12.25,67.01,5.86,87.18,7.22,8.61,Sí,Administración,4.07
STU-11931,23.0,18.78,83.66,6.96,100.0,7.22,4.81,No,Contador Auditor,4.64
STU-12590,27.0,8.55,83.49,4.75,84.91,8.3,14.78,Sí,Ingeniería Informática,3.86
STU-11404,21.0,10.8,85.85,,84.48,4.84,5.27,No,Ingeniería Informática,3.7
STU-12301,26.0,4.81,77.18,4.64,90.57,6.59,13.65,No,Ingeniería Industrial,2.8
STU-12604,,14.43,87.7,6.97,95.54,8.54,2.77,Sí,Ingeniería Civil,5.72
STU-13692,25.0,9.79,68.87,5.05,71.97,5.53,3.64,No,Contador Auditor,2.53
STU-13040,18.0,18.4,99.75,6.95,100.0,7.1,4.72,No,Ingenieria Informatica,6.15
STU-12015,27.0,16.98,64.4,6.19,83.64,8.37,,Sí,Ingeniería Informática,4.08
STU-12153,33.0,14.42,96.72,6.64,98.83,6.17,5.79,No,Ingeniería Industrial,4.35
STU-10456,35.0,12.82,92.86,6.26,100.0,7.85,7.3,No,Ingeniería Industrial,6.25
STU-13251,,14.2,96.94,5.64,100.0,8.42,1.14,Sí,Ingeniería Industrial,4.94
STU-12329,34.0,8.88,53.27,3.82,84.07,8.01,10.11,No,Ingeniería Industrial,2.36
STU-14799,28.0,12.26,91.99,6.0,91.63,5.2,13.3,No,Ingeniería Civil,4.98
STU-12703,18.0,9.02,80.85,5.27,,7.32,3.79,No,Ingeniería Civil,3.79
STU-10789,23.0,13.45,91.84,7.0,86.97,7.16,6.19,No,Ingeniería Industrial,4.74
STU-10493,18.0,11.25,83.44,4.37,80.85,7.17,10.46,No,Ingeniería Informática,3.27
STU-12206,25.0,9.02,72.04,,72.84,5.38,7.29,Sí,Ingeniería Industrial,3.44
STU-13883,22.0,12.03,83.22,4.23,98.07,5.1,5.48,Sí,Ingeniería Industrial,3.26
STU-12564,28.0,9.73,77.54,6.17,64.08,5.89,7.23,Sí,Ingeniería Industrial,3.44
STU-11407,27.0,9.45,70.59,5.54,72.04,8.06,4.22,No,Administración,3.77
STU-12727,25.0,14.33,95.16,5.73,78.12,6.44,5.74,No,Contador Auditor,4.15
STU-12330,22.0,,93.18,4.96,70.16,6.02,7.18,Sí,Contador Auditor,3.95
STU-14266,21.0,15.03,77.75,5.6,87.87,5.26,9.9,Sí,Ingeniería Civil,4.72
STU-13443,24.0,12.07,91.68,5.83,,5.79,7.82,No,,4.11
STU-12637,18.0,,81.64,6.0,92.73,,3.72,No,Administración,5.57
STU-10466,75.0,14.71,87.83,6.18,91.1,6.25,7.39,No,Contador Auditor,4.24
STU-13170,22.0,11.65,88.7,5.46,86.88,4.0,5.23,No,Administración,3.73
STU-12109,30.0,12.37,91.37,5.39,100.0,7.23,5.45,No,Ingeniería Informática,5.14
STU-12055,18.0,13.96,89.84,7.0,100.0,6.09,13.0,No,Ingeniería Informática,4.67
STU-10845,28.0,15.61,80.68,5.53,100.0,5.46,,Sí,Ingeniería Industrial,4.83
STU-14399,25.0,9.12,74.41,5.51,64.32,6.37,10.02,No,Contador Auditor,3.53
STU-11258,27.0,8.89,86.01,4.36,99.09,6.67,12.45,No,Ingeniería Industrial,2.82
STU-10681,18.0,12.59,82.29,5.53,89.32,6.45,9.4,Sí,Administración,3.91
STU-14870,20.0,17.0,98.93,6.45,93.5,6.35,8.84,Sí,Ingeniería Industrial,5.87
STU-12231,29.0,11.53,88.11,5.31,87.32,7.67,5.15,No,Ingeniería Informática,3.7
STU-13946,26.0,1.64,49.01,4.61,34.57,4.74,8.65,Sí,Ingeniería Civil,1.0
STU-11293,24.0,10.91,78.08,4.77,73.57,7.95,4.61,No,Ingeniería Informática,3.13
STU-14211,18.0,14.92,94.28,5.9,91.48,7.6,8.74,Sí,Ingeniería Industrial,4.69
